"Task_External_ID__c","Project__c","Deadline__c","Effort__c","Extended_task_description__c","Location_of_the_task__c","Task_expertise__c","Task_status__c","Title__c","Task_created_date__c","Tags__c"
"394","1272","2013-10-27","4","Wat kunnen wij als stichting doen om een bepaalde doelgroep uit het bedrijfsleven langdurig aan ons te binden?

Wij zijn nu al 5 jaar bezig met onze stichting en konden maar beperkt bedrijven aan ons binden. Nou zijn deze natuurlijk zeer belangrijk voor een duurzame ontwikkeling. Vaak krijgen wij een eenmalige bijdrage of komt een bedrijf naar een van onze charities. Kunnen we een meerwaarde leveren voor deze doelgroep om ze aan ons te binden?","Decentraal","Writing proposals","in progress","Langdurige binding aan bedrijven","2012-09-11","donateur, bedrijfsleven, sponsor, binding, mvo, "
"393","1272","2013-10-27","4","Wat kunnen wij als stichting doen om een bepaalde doelgroep uit het bedrijfsleven langdurig aan ons te binden?

Wij zijn nu al 5 jaar bezig met onze stichting en konden maar beperkt bedrijven aan ons binden. Nou zijn deze natuurlijk zeer belangrijk voor een duurzame ontwikkeling. Vaak krijgen wij een eenmalige bijdrage of komt een bedrijf naar een van onze charities. Kunnen we een meerwaarde leveren voor deze doelgroep om ze aan ons te binden?","Decentraal","Writing proposals","in progress","Langdurige binding aan bedrijven","2012-09-11","donateur, bedrijfsleven, sponsor, binding, mvo, "
"392","1116","2013-10-27","4","Het optimaliseren van onze website en de vindbaarheid

Door gebrek aan kennis en tijd om onze kennis op te doen lukt het ons niet om onze (wordpress) website http://barraco55.org te optimaliseren! Er zijn een aantal punten die wij willen verbeteren, toevoegen en aanpassen.

1. Een activiteitenkalender toevoegen op de homepage en in de rechterbovenhoek (zie ook punt 6.)
2a. De blog werkend maken (er zit ergens een bug waardoor er geen blogrol verschijnt als je op 'blog' klikt, maar alleen de laatste post. We willen dat alle blogs dan in een lange lijst verschijnen)
2b. De layout van de blog verbeteren; de kolommen moeten gelijk zijn als bij de rest van de paginas (bij blogs is de post smaller dan de normale body teksten)
3. Rechtsboven de optie 'portugees' (en evt. andere talen) zodat we zelf de paginas in portugues kunnen toevoegen
4. Search engine optimalisation; vindbaarheid verhogen (favela hostel rio / cultural centre favela rio / hostel rio / albergue rio favela / arte favela rio / etc.
5. Integreren van facebook posts in rechterkolom (een feed) (de plugin hebben we al geinstalleerd maar hij werkt niet)
6. Rechterkolom moet bovenaan 'beginnen', en niet ter hoogste van de body tekst, zodat rechtsboven in de hoek content kan worden geplaatst (bijv. activiteiten kalender).

Via skype (barraco55) leggen we graag nog beter uit wat we precies willen!

Alvast heel erg bedankt namens het team van Barraco #55.","Amsterdam (overal)","Webdevelopment","closed","Website BARRACO #55","2012-09-10","meertalig, website, cultural centre, brazil, blog, rio de janeiro, wordpress, barraco 55, favela, "
"391","1076","2013-10-27","4","Ontwerpen en installeren nieuwe website in Wordpress
www.vialisa.com

Huidige website www.vialisa.com ombouwen in een nieuwe template van Wordpress. Nieuwe template bewerken met ons logo en foto's, en aanpassen in onze kleuren. 

Het is belangrijk dat het in Worspress gemaakt wordt zodat wij zelf de toekomstige updates kunnen verzorgen.","thuis","Webdevelopment","closed","Ontwerpen nieuwe website","2012-09-08","website, website ontwerpen, website design, "
"389","1307","2012-09-17","4","Zorg voor een volle zaal op de benefietavond van 7 oktober

De Source Connection organiseert een benefietavond op 7 oktober om geld op te halen voor het nieuwe project in Zambia. Van 17.0u tot 21.00u zijn er voor jong en oud leuke activiteiten en live muziek, met een naborrel tot 22.00u. 
De voorbereidingen vorderen, maar de gastenlijst is nog erg kort. We zoeken dus vooral mensen die op 7 oktober van een leuke avond willen genieten. Entree is €25. Meer informatie lezen en aanmelden kan via deze pagina van de Source Connection site: http://sourceconnection.nl/benefiet%202012.html
Komt allen!","Montessori College Oost, Polderweg 3, Amsterdam (Oost)","Presentations","realized","Kom met vrienden naar de benefietavond op 7 oktober !","2012-09-07","uitnodiging, gasten, benefietavond, "
"388","1278","2012-09-17","4","MacroMicro is net gestart en werkt samen 1%CLUB aan de realisatie van duurzame en kleinschalige ontwikkelingsprojecten. De taak is simpel: we zijn erg geholpen als je ons volgt op twitter, facebook en ons bekend maakt bij je netwerk!

MacroMicro zet in op de realisatie van duurzame, kleinschalige en concrete ontwikkelingsprojecten en is gespecialiseerd in (geestelijke) gezondheidszorg, biologische landbouw en (straat)kinderen. We zijn eind augustus gestart en kunnen nog veel naamsbekendheid gebruiken. Help ons en volg ons!
Volgen kan via
@macromicro
facebook.com/stichtingmacromicro
de nieuwsbrief via www.macromicro.nl

Deel je het ook met je vrienden? Dank!","1%Event of vanaf elke locatie","Marketing / PR","realized","MacroMicro naamsbekendheid geven","2012-09-07","netwerk, facebook, twitter, publiciteit, macromicro, "
"387","1278","2012-09-17","4","Het zoeken naar partijen die bereid zijn om gratis of goedkoop restruimte in hun vrachtwagens beschikbaar te stellen voor hulpgoederen.

Er zijn geregeld projecten in Moldavië en Georgië, die steeds stuiten op hoge transportkosten: vaak zo'n 5000 euro. Tegelijk zijn er vast bedrijven die deze trajecten rijden en die soms laadruimte over hebben. De taak is te zoeken naar deze bedrijven en met hen te regelen dat ze mee willen werken, of een andere manier te bedenken om deze transporten gratis of goedkoop te kunnen regelen.","1%EVENT, of evt daarna vanuit elke gewenste locatie.","Trade / Transport","realized","Gratis/goedkoop vervoer Moldavië/Georgië-Nederland regelen","2012-09-07","oost-europa, transport, vervoer, geestelijke gezondheidszorg, "
"383","893","2013-10-27","4","Web/ICT expert gezocht die een goed werkende site voor Innocent's organisatie kan maken!

De website van de BeInnocent Foundation is toe aan en opknapbeurt! Hij loopt tegen veel bugs en problemen aan. We zijn dan ook opzoek naar iemand die zijn of haar ICT talent wil loslaten om zo een mooie, goed werkende site in elkaar te zetten!","Online","Computer / ICT","open","Nieuwe Website","2012-09-05","ontwerper, website, webdesign, "
"382","893","2013-10-27","4","Nieuw logo voor de Be Innocent Foundation

Voor de Be Innocent Foundation zijn we opzoek naar iemand die een logo wilt ontwerpen!","Online","Graphic / Design","in progress","Nieuw Logo","2012-09-05","design, logo, ontwerp, "
"381","1220","2012-09-15","4","Vertaling van de Nederlandse Dreamcatchers folder naar het Engels.

Voor deze taak zijn we opzoek naar iemand die de Nederlands folder naar het Engels wilt vertalen, zodat we het Dreamcatchers project onder meer mensen kunnen promoten!","Online","Translating / Writing","realized","Vertaling Folder naar 't Engels","2012-09-05","translation, engels, vertaling, "
"380","1220","2012-09-15","4","Ontwerpen van een nieuwe folder.

Ter promotie van het Dreamcatchers project hier in Nederland zijn we opzoek naar iemand die een mooie nieuwe folder kan ontwerpen.","Online","Design","realized","Ontwerp Nieuwe Dreamcatcher Folder","2012-09-05","ontwerper, design, folder, flyer, "
"377","1196","2012-09-12","4","Onze website moet geupdate worden en we willen graag een goed bookingssysteem voor surflessen en een kleine webshop...

Onze website moet geupdate worden en we willen graag een goed bookingssysteem voor surflessen en een kleine webshop...","online","Computer / ICT","realized","WEBDESIGNER","2012-09-02","update, maken webshop, maken bookingssysteem, "
"376","1183","2012-09-08","4","We need business advisors in the nonprofit making industry that can help create alternative sources of resources for our project activities.

What business alternatives can we do to increase resources for our project activities? How we can increase incomes and marketing of our project activities to increase program implementation resources? We have so far engaged in resource mobilization for our project activities internationally by online fundraising and writing proposals to foundation and organization. However, this has had little success as yet. The project staff should be able to engage in the alternative source of resources for our project activities.","online","Economy / Business","realized","Income Generating Strategy for our goat/pig keeping programm","2012-08-29","business, economic, pig, goat, "
"375","1025","2012-09-07","4","With the 1% factory we would like to have support in the design of several promotion materials and we need input for the design and content of our website.

For the 1% factory we would very much like to propose our task concerning promotion articles (e.g. flyers, key chains etc.) and the design for these articles i.e. per theme that HIRDA focusses on (gender, education, relief, health, peace, and Diaspora engagement. 

In addition, we would like to have a graphic designer take a look at our website, and come with suggestions on how to change it and a content advisor on whether more info is needed (or less) and which needs to be changed.","Amsterdam","Design","realized","Graphic designer for website and flyers!","2012-08-28","communication, flyers, graphic, design, material, "
"372","1175","2012-09-07","4","Stichting Samay kan goed gebruik maken van een promotiefilmpje of presentatie! Dit geld zowel voor 1 de stichting als geheel en 2 het project Licht voor Bolivia dat zich toespitst op zonnelampen en boomaanplant.

Stichting Samay kan goed gebruik maken van een promotiefilmpje of digitale presentatie op een andere manier! Dit geld voor 1 de stichting als geheel en 2 voor het project 'Licht voor Bolivia' dat zich toespits op zonnelampen en boomaanplant.
Deze presentatie willen we 1 op de website zetten en 2 op scholen gebruiken.

We hebben weinig filmmateriaal maar wel veel foto's. Dus we zoeken iemand die hier handig in is.","1 % factory","Photo / Video","realized","- Het maken van een promotiefilmpje of presentatie voor Stichting Samay","2012-08-28","www.stichtingsamay.nl, "
"371","1175","2013-10-27","4","Stichting Samay heeft nog een logo nodig.

Stichting Samay heeft nog een logo nodig. Elk aansprekend logo voldoet. Onze projecten hebben te maken met armoedebestrijding en milieu. Onderwerpen als boomaanplant en zonne-energie komen ter sprake. Wellicht kan dat als inspiratie voor het maken van een logo dienen?","Thuis","Graphic / Design","in progress","Het maken van een logo voor Stichting Samay.","2012-08-28","www.stichtingsamay.nl, "
"370","467","2012-09-04","4","GU, the organisation implementing the WIFE project, is due to increase in it's scope and areas of intervention, rebranding and changing it's name and logo. We need volunteer to design our new logo for us. If you can help, please contact us.

Logo designing","Online","Design","realized","Logo designing","2012-08-25","postive change, change, scope, branding, visiblity, publicity, design, logo, "
"369","1298","2013-10-27","4","Supplying academic material for DataZone's virtual library solution.

Do you have access to open source digital academic material? Then you can help us stock the shelves of our virtual library and enhance the education of students in Cameroonian universities.

We're looking for classified English and French digital course material in various higher education level disciplines. To find out the departments that we're focusing on specifically follow this link: http://www.ubuea.net/index.php?option=com_content&view=article&id=5228&Itemid=12

It would also be helpful to connect us to any organizations you know of that make text books available digitally under licensing agreements at discounted rates for Third World institutions. We could see the possibilities of working out a sustainable agreement.

As an example we recently reached out to MIT's Open CourseWare Initiative. They were graceful enough to supply us with an entire cache of http://ocw.mit.edu on a 1 terabyte external hard disk that we've incorporated into our system. It's always best if this material is in PDF or PowerPoint format.

Any leads that you can help us with on access to educational material will be helpful.","Global","Education","open","Content Supplier","2012-08-24","academic journals, library, open source, "
