"Project_Budget_External_ID__c","Project__c","Costs__c","Description__c"
"38152","671","1500.00","2 x koelkasten en 2 x diepvriezers, tegelwerk, vitrine."
"38153","671","250.00","Keuken machines, mixers, Blenders, enz.."
"38154","671","600.00","Div. Werktafels onderbouw, montage enz."
"38155","671","250.00","Afzuigfaciliteiten (Kap) Vans enz."
"38156","671","300.00","Pannen, potten, keukengereedschap,
Messen, enz"
"38157","671","175.00","Arbeid"
"24715","1025","500.00","financiële vergoeding leraren voor de voorlichting (incentive for the teachers)"
"24716","1025","500.00","educatie materiaal (education material)"
"24717","1025","750.00","onderbroeken (underwear)"
"24718","1025","750.00","zeep (soap)"
"24719","1025","1500.00","maandverband (hygiene pads)"
"41728","1311","700.00","Organizing a launching day for RAJEL (Rassemblement des Jeunes de Léona)"
"39672","1320","450.00","The soccer league needs some professional input: lining for the soccer field, flags, whistle for the empire, soccer shoes and clothing."
"34574","434","60.00","watertank"
"34575","434","65.00","waterproof maken buitenzijde"
"34576","434","125.00","electriciteit"
"34577","434","95.00","houten vloer 60 m."
"34578","434","282.00","betonijzer"
"34579","434","72.00","1 binnendeur p.st. 626 yuan"
"23319","1036","7.00","1 Bisou unit = 50,000 CFAF
100 Bisou units = 5,000,000 CFAF"
"34580","434","144.00","2 buitendeuren p.st. 626 yuan"
"14409","265","900.00","20 keer Bijenkorf  van €45 per stuk"
"14410","265","300.00","20 keer beschermingsjas van €15 per stuk"
"14411","265","80.00","20 keer hoed + masker van €4 per stuk"
"11087","350","1000.00","Aanschaf laboratoriumapparatuur:
 2 microscopen, a  400 = €800
10 reageerbuisjes a  5 = €50 
5 maatkolven  a  10 = €50
1 weegschaal a  50 = €50
1 sterilisatieapp. a  50 =€ 50"
"11088","350","1000.00","Medische apparatuur zoals: 
10 stethoscopen a 40 = € 400
4 bloeddrukmeters a 25 = € 100
2 laryngoscope a 25 = € 50
2 otoscope a 40 = € 80
10 thermometers a 3 = € 30
20 injectiespuiten a 15 = €300
2 ooglampjes a 10 = € 20.
instrumentenschaal  € 30"
"11089","350","400.00","25 lesboeken, a 10 = € 250
50 werkschriften a 2 = € 100
medische encyclopedie € 50"
"14412","265","80.00","20 keer handschoenen van €4 per stuk"
"34581","434","153.00","4 ramen p.st. 332 yuan"
"41729","1311","1000.00","Sensitization sessions for youth and parents, on youth and adolescents sexual and reproductive health"
"41730","1311","1200.00","Organize sexual and reproductive health activities for schools"
"42722","857","379.00","Labour"
"34582","434","248.00","13 ladingen kiezelstenen p.st. 505 yuan"
"34583","434","238.00","18 ladingen zand p.st. 342 yuan"
"34584","434","438.00","13 zakken cement p.st. 215 yuan"
"34585","434","288.00","1500 stenen p.st. 5 yuan"
"42724","857","250.00","500 bricks x 0.5"
"42725","857","460.00","10 medium trucks with concrete stones x 46"
"42726","857","340.00","20 pieces of window and door glasses x 17"
"42727","857","500.00","20 window frames x 25"
"42728","857","110.00","22 bags of lime x 5"
"42729","857","924.00","22 trucks sand x 42 euro"
"14413","265","160.00","20 keer laarzen van €8 per stuk"
"14414","265","60.00","20 x zaklamp van €3 per stuk"
"14415","265","120.00","20 x roker van €6 per stuk"
"22092","669","152.00","Onvoorzien (inflatie en dergelijke)"
"22093","669","137.00","Kosten 'vereniging' (legalisatie van het project) 1 x 137,25"
"18346","899","120.00","Werkschoenen (12 paar)"
"22094","669","324.00","Bakvormen die temperaturen van boven de 1350 graden Celcius kunnen weerstaan. 12,95 x 25"
"19726","947","250.00","3G Internet"
"41731","1309","1000.00","Services"
"41732","1309","2000.00","Goods (sewing machines & construction materials)"
"41733","1309","1000.00","Labour"
"41734","1309","500.00","Project management"
"41735","1309","500.00","Grant management"
"42730","857","960.00","122 bags cement x 8 euro"
"12330","686","345.00","3 daagse training (intern)"
"42936","988","50.00","Follow up for self or wage  Employment for Trainees"
"42937","988","372.00","Hall Rent for Training € 31 x 12 months"
"42938","988","396.00","Capacity Development Training to Disabled self help group members (Training of leaders & members in savings, Credit and self employment, Exposure visit, Annual meet)"
"42939","988","80.00","Formation of Disabled Self Help Groups (Preparatory Meetings, Note Book and Resister Provide to SHGs) 5 5 x SHGs € 16 per SHG"
"36293","979","250.00","Computertrainingen"
"36294","979","100.00","Kabels"
"42940","988","188.00","Instructor salary € 47 x 4 months"
"36295","979","150.00","10 muis"
"36296","979","200.00","10 toetsenbord"
"36297","979","1000.00","10 monitors"
"36298","979","2500.00","9 thin clients"
"36299","979","800.00","1 computer als server"
"42941","988","480.00","Purchase of Jute materials € 4 per Trainee x 4 months x 30 Trainees"
"42942","988","357.00","Jute Bag Making Training:
Purchase of stitching machines 3 x € 119 per machine"
"34276","1361","1200.00","Study costs (2x600 euro)"
"19727","947","150.00","Transport for team to venue"
"19728","947","150.00","Stationary (Pens, Paper, files)"
"42943","988","100.00","Raw materials (wax) for Training 25 Trainees x € 4 per head per Trainees"
"42944","988","47.00","Training Instructor salary € 47 x 1 month"
"42945","988","112.00","Candle Making Training:
Purchase of Candle Machines & wax cost per Machines € 56 x 2"
"42946","988","720.00","Raw Materials (Cloth materials thread, Spools) for the Training (cost per Trainee € 4 x 6 months x 30 Trainees)"
"34277","1361","100.00","Coach (1x100 euro)"
"34278","1361","598.00","Administration: website, bank costs, registration costs as NGO, notary costs(50+85+46,61+417)"
"34279","1361","568.00","Posters, flyers, marketing event for fundraising (240x0.70 + 4000x0.03 + 1x300)"
"42947","988","33.00","Training Instructor salary 6 months x € 55.5"
"42948","988","48.00","Purchase of one Bero € 48"
"15161","343","4.00","Mentoring scheme"
"15162","343","870.00","Advocacy"
"41402","1519","250.00","Arbeidsloon"
"41403","1519","71.00","panel installation costs and mechine"
"41404","1519","511.00","1 unit Flexible gas central 1hp"
"11500","510","1500.00","De onkostenvergoeding voor één docent voor een heel jaar is (omgerekend naar euro’s): €1500,-"
"11501","510","1000.00","De boeken voor 200 kinderen per jaar kosten (omgerekend naar euro’s): €1000,-"
"41405","1519","40.00","strap engine 14 mm for 90 meters"
"15163","343","2.00","Capacity building"
"15164","343","2.00","Coordination"
"15165","343","18.00","Creative and practical workshops"
"41406","1519","5.00","1 tin pipe glue"
"41407","1519","46.00","13 Maspion Pipe"
"41408","1519","275.00","1 unit panel electrode / sensor water"
"29705","653","764.00","Cost of building the internal furnitures like Shelves, Chairs, Tables, Stands, etc"
"29706","653","183.00","Cost to wire the storehouse and electrical equipment like bulbs, sockets and distributors."
"29707","653","552.00","Cost of lease contract on the Warehouse (Will be covered from contribution from farmers)"
"41409","1519","6.00","1 pieces balvalv 1/4 brass"
"41410","1519","142.00","Cable NYY 1 + bc stenles steel roller"
"41411","1519","45.00","13 lasranden  Rucika  euro 3.50"
"14631","797","12000.00","€1000 per maand om salariskosten van 4 leraren te betalen"
"41412","1519","208.00","13 Wavin pijpen x 16 euro"
"41413","1519","424.00","Graven tbv de put 90 meter diepte"
"41513","688","4800.00","“Harm Reduction Centre for Injecting Drug User’s Community in Red Light Area.”
Itoms	Euro
Six Month salary  of Doctor,Public Health Nurse and Peer Educators at Red Light Area Lodhran Punjab Pakistan.	1500Euro
Six month medicine, Condoms, Needles,  HIV "
"29708","653","924.00","Cost of Insuring the properties in the warehouse."
"29709","653","611.00","Cost of weighing equipments of 2 different weight ranges."
"29710","653","153.00","Cost of other equipments : Scissors, Knives, Cutters, Clippers, Choppers, Vessels, Bags, etc"
"29711","653","924.00","Calls and SMS credit for information system and accountability platform."
"29712","653","732.00","Interior and Exterior Signage, Banners, Video coverage, Radio and TV commercials"
"29713","653","16.00","NDAs, MOUs and other Official and Business documentation"
"29714","653","276.00","Stickers, labelers, papers, pens, bold writers, etc"
"29715","653","372.00","Cost of electric and water bills"
"29716","653","364.00","Sundry and other unforseen"
"14875","338","500.00","5 koeien voor 100 euro (2010)"
"36549","814","1000.00","20 dozen papier
10 dozen pennen
1000 rekenmachines
Deze materialen zullen in Kameroen aangeschaft worden."
"14876","338","500.00","10 geiten voor 50 euro (2010)"
"18342","899","108.00","Gravers (8x)"
"18343","899","200.00","Markt netwerk kosten (benzine, telefoon, verblijf)"
"18344","899","50.00","Kleine gereedschappen"
"18347","899","96.00","Schep (12x)"
"18348","899","450.00","Kruiwagens (6x)"
"18349","899","80.00","Grassnijders (8x)"
"18350","899","120.00","Schoffels (12x)"
"18351","899","168.00","Seizen (24x)"
"18352","899","350.00","Transport"
"18353","899","300.00","Zaden (voor kraambedden) 6 emmers"
"21025","368","350.00","Aanschaf materiaal leer/ les voor het onderdeel visagie, haar/nagelstyling:
Mascara, oogpotlood, rouge, lippenstift, nagellak etc."
"21026","368","500.00","Aanschaf materiaal leer/les onderdeel bruidsboeketten: 
Zijden bloemen, bladeren, ornamenten, draden etc."
"31088","1213","450.00","90 Copies of Photo Prints @ 5 Euros Each"
"31089","1213","420.00","Transportation for 6 Days @ 70 Euros Each Day"
"31161","1265","500.00","schrijfmaterialen, 500 stuks"
"31162","1265","1000.00","lesboeken, 500 stuks"
"31163","1265","1000.00","schoolborden, 5 stuks"
"31164","1265","1000.00","schoolbanken en stoelen, 150 stuks"
"42731","449","250.00","Set up Administration System,
1 x EUR 250"
"42732","449","375.00","25 Informative DVD’s
25 x EUR 15"
"42733","449","1875.00","75 Course Material
75 x EUR 25"
"42734","449","750.00","5 Magazines subscription 1 year
5 x EUR 150"
"42735","449","1150.00","50 Study Books
50 x EUR 23"
"42736","449","240.00","3 Newspapers subscription 1 year
3 x EUR 80"
"42949","988","48.00","Purchase of Over lock Machines 
1 x € 48"
"25512","985","1480.00","fiets-ambulance € 350,-x 4
Transportkosten €20,- x 4"
"42138","1531","93.00","5% adminstratiekosten"
"42139","1531","175.00","0nderhoud  1e jaar, schoonmaak materialen, emmers, kast voor wcpapier, loon"
"42140","1531","75.00","mankracht  gedurende ong. 7 dagen"
"42141","1531","125.00","vervoer van cement etc."
"17574","817","700.00","Drinkwatervoorziening"
"13459","210","520.00","750 grote briks nodig  
84 zakken cement 
13x84=	cedi 1092 = € 520"
"13460","210","387.00","Betonijzer kost cedi 16,00 = € 7,65. 
Nodig 50 stuks 	16x50 =	cedi 900 = € 387"
"13461","210","65.00","Dak bedekking. 1 golfplaat kost cedi 16 = € 7,65. 
Nodig voor de toiletten 8 stuks
16x8 = cedi 128 = € 65"
"13462","210","240.00","Hout nodig voor het dak van de toiletten en
mallen voor betonconstructies
salaris timmermannen, spijkers, sloten.   totaal cedi 500 = € 240"
"13463","210","286.00","Deuren : 4 deur kost ong. cedi  600 = € 286"
"42950","988","48.00","Purchase of Cutting  Tables & Chairs 2 x € 24"
"42951","988","120.00","Purchase of wooden Stools 30 x € 4"
"17575","817","80.00","Tuin Moringatreebomen"
"28766","987","50.00","10 sac sand"
"42142","1531","1500.00","cement, stenen, dakbedekking"
"43973","1430","2500.00","10.000 bakstenen per huisje, totaal dus 50.000 bakstenen. Kosten 5 eurocent (0.05) per baksteen!"
"43974","1430","125.00","5% extra voor diverse overheadkosten."
"14193","760","1000.00","6 water tanks"
"14194","760","150.00","3 sproei pompen voor het behandelen van de koeien tegen ongedierte e.d."
"14195","760","70.00","Transport van het benodigd materiaal"
"14196","760","20.00","Kosten van het op- en afladen"
"14197","760","500.00","1 melk plaats --> hout, spijkers"
"14198","760","667.00","2 cow sheds --> hout, spijkers"
"11618","334","5000.00","Aanschaf vervoersbusje"
"11635","586","3500.00","One Month Readymade food for 11 hundred flood victim IDP's at KOT PEER SAADAt Lodhran Punjab Pakistan"
"11636","586","500.00","One month medicine for 11 hundred flood victim IDP's at KOT PEER SAADAt Lodhran Punjab Pakistan."
"11637","586","100.00","Printing of Banners and Stickers"
"11638","586","100.00","Distribution and travelling Expenses"
"21027","368","300.00","Aanschaf bakmateriaal leer/les opleiding icing 
Bakblikken, kwasten, suiker, kleurstof, versierselen"
"12328","686","1476.00","12 geiten en benodigdheden voor de geiten en de stallen"
"12329","686","134.00","introductiedag"
"12331","686","506.00","testdagen voor de kinderen"
"12332","686","159.00","training materiaal"
"12333","686","779.00","administratie kosten zoals salarissen, communicatie, papier, bankkosten etc"
"12334","686","144.00","transport voor het ophalen van de geiten en ander materiaal"
"12335","686","409.00","monitoring & evaluation - bezoeken in de dorpen, verslagen maken, financien bijhouden, etc."
"21028","368","300.00","Naaibenodigdheden, stoffen, scharen en accessoires"
"31952","1117","163.00","5. Beveiliging en bescherming

5.1 Omheining met hekwerk (2m hoogte) rond de put met behulp van 75mm x 50mm palen, scharnieren en spijkers
5.2 Opgraving van de Cut-off drainage met een gemiddelde diepte 250mm 
5.3  Schoonmaken na de bouw
5.4  Beplant"
"31953","1117","123.00","2. Boorput graven
Graven open gat meer dan 6 m doch niet meer dan 7,5 m diep"
"31954","1117","519.00","3 Binnenwerk boorput
3.1 Levering en installatie van 10 betonnen ringen 
3.2 Levering en het vullen van de harde kern
3.3 Levering en vullen van grind verpakking 
3.4 Levering en vullen van klei zegel"
"31955","1117","28.00","3.5 Ontwatering / test pompen 
3.6 Goed herstel controle"
"13464","210","216.00","Zand en stenen om cement van te maken +vrachtwagen, benzine etc. 
Een trip kost Ghana cedi 90 = €44. 
Nodig ong. 5 trips: 5x90 = cedi 450 = € 216"
"13465","210","164.00","Salaris werkers die de briks maken+ huur machine cedi 340 = € 164"
"12959","556","337.00","lesmateriaal voor 50 leerlingen, x naar schatting 400 Roepies (~6,5 euro)"
"12515","196","1538.00","Het bedrag van Euro 1538 is nodig voor gereedschappen voor het maken van bijenkasten en de imkeruitrustingen."
"12516","196","468.00","Het bedrag van Euro 468 is nodig voor planken en spijkers voor het maken van bijenkasten."
"12960","556","85.00","transport van en naar school; 50 x  100 Rs. (~1,7 euro)"
"13466","210","475.00","Salaris metselaars/stucadoors/timmerlieden cedi 1000 = € 475"
"13467","210","216.00","PVC pijpen, verven, bijtsen, kwasten etc. cedi 450 = € 216"
"36138","1418","538.00","trainer salary and preparation costs"
"36139","1418","120.00","activity costs; course material, computer rental, coffee/tea, attendance certificate and training manual"
"36140","1418","5.00","transport of trainer"
"36141","1418","9.00","publicity costs (infoming teachers)"
"36142","1418","67.00","unforeseen (10% of budget)"
"42498","44","2542.00","Er zijn kooktoestellen en ijskasten nodig, en tafels en stoelen - zonder zelfverzorging geen zorgonderwijs!"
